"ID","Hospital","City","State","Zip","County","Measure_ID","Compared_to_National","Death_Score","Lower","Higher","Readmission_Score","Death_Cat","Readm_Cat","Death_Readm_Cat"
420020,"GEORGETOWN MEMORIAL HOSPITAL","GEORGETOWN","SC",29440,"GEORGETOWN","MORT_30_AMI","No Different than the National Rate",12.9,"9.9","16.6",19.3,"Better Than National","Worse Than National",NA
420023,"ST FRANCIS-DOWNTOWN","GREENVILLE","SC",29601,"GREENVILLE","MORT_30_AMI","No Different than the National Rate",12.6,"10.1","15.5",15.4,"Better Than National","Better Than National","Better Than National"
420026,"PROVIDENCE HOSPITAL","COLUMBIA","SC",29204,"RICHLAND","MORT_30_AMI","No Different than the National Rate",13.3,"11.1","15.9",15.9,"Better Than National","Better Than National","Better Than National"
420027,"ANMED HEALTH","ANDERSON","SC",29621,"ANDERSON","MORT_30_AMI","No Different than the National Rate",13.5,"10.7","16.5",17.5,NA,"Worse Than National",NA
420030,"COLLETON MEDICAL CENTER","WALTERBORO","SC",29488,"COLLETON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420033,"GHS GREER MEMORIAL HOSPITAL","GREER","SC",29650,"GREENVILLE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420036,"SPRINGS MEMORIAL HOSPITAL","LANCASTER","SC",29720,"LANCASTER","MORT_30_AMI","No Different than the National Rate",14.6,"11.3","18.5",18.2,NA,"Worse Than National",NA
420037,"GHS-HILLCREST MEMORIAL HOSPITAL","SIMPSONVILLE","SC",29681,"GREENVILLE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420038,"GHS  LAURENS COUNTY MEMORIAL HOSPITAL","CLINTON","SC",29325,"LAURENS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420043,"MARY BLACK HEALTH SYSTEM GAFFNEY","GAFFNEY","SC",29340,"CHEROKEE","MORT_30_AMI","No Different than the National Rate",14.6,"11.0","18.8",NA,NA,NA,NA
420048,"KERSHAWHEALTH","CAMDEN","SC",29020,"KERSHAW","MORT_30_AMI","No Different than the National Rate",12.8,"10.1","16.1",17.2,"Better Than National",NA,NA
420049,"CONWAY MEDICAL CENTER","CONWAY","SC",29526,"HORRY","MORT_30_AMI","No Different than the National Rate",14.3,"10.9","18.3",16.6,NA,NA,NA
430081,"PHS INDIAN HOSPITAL AT PINE RIDGE","PINE RIDGE","SD",57770,"","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420051,"MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","FLORENCE","SC",29506,"FLORENCE","MORT_30_AMI","No Different than the National Rate",13.9,"11.7","16.4",17.4,NA,NA,NA
420053,"NEWBERRY COUNTY MEMORIAL HOSPITAL","NEWBERRY","SC",29108,"NEWBERRY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420055,"CAROLINAS HOSPITAL SYSTEM MARION","MULLINS","SC",29574,"MARION","MORT_30_AMI","No Different than the National Rate",13.4,"10.2","17.0",17.9,NA,"Worse Than National",NA
420057,"MCLEOD MEDICAL CENTER - DARLINGTON","DARLINGTON","SC",29540,"DARLINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420065,"BON SECOURS-ST FRANCIS XAVIER HOSPITAL","CHARLESTON","SC",29414,"CHARLESTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420066,"LAKE CITY COMMUNITY HOSPITAL","LAKE CITY","SC",29560,"FLORENCE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420067,"BEAUFORT COUNTY MEMORIAL HOSPITAL","BEAUFORT","SC",29902,"BEAUFORT","MORT_30_AMI","No Different than the National Rate",14.6,"11.2","18.5",16.5,NA,NA,NA
420068,"TRMC OF ORANGEBURG & CALHOUN","ORANGEBURG","SC",29115,"ORANGEBURG","MORT_30_AMI","No Different than the National Rate",13.2,"10.3","16.8",17.1,"Better Than National",NA,NA
420069,"CLARENDON MEMORIAL HOSPITAL","MANNING","SC",29102,"CLARENDON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420070,"PALMETTO HEALTH TUOMEY HOSPITAL","SUMTER","SC",29150,"SUMTER","MORT_30_AMI","No Different than the National Rate",14.5,"11.6","17.9",18.1,NA,"Worse Than National",NA
420071,"SELF REGIONAL HEALTHCARE","GREENWOOD","SC",29646,"GREENWOOD","MORT_30_AMI","No Different than the National Rate",15.5,"12.7","18.5",17.1,"Worse Than National",NA,NA
420072,"HAMPTON REGIONAL MEDICAL CENTER","VARNVILLE","SC",29944,"HAMPTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420073,"LEXINGTON MEDICAL CENTER","WEST COLUMBIA","SC",29169,"LEXINGTON","MORT_30_AMI","No Different than the National Rate",14.3,"11.8","17.3",15,NA,"Better Than National",NA
420078,"GHS GREENVILLE MEMORIAL HOSPITAL","GREENVILLE","SC",29605,"GREENVILLE","MORT_30_AMI","No Different than the National Rate",12.4,"10.4","14.8",14.8,"Better Than National","Better Than National","Better Than National"
420079,"TRIDENT MEDICAL CENTER","CHARLESTON","SC",29406,"CHARLESTON","MORT_30_AMI","No Different than the National Rate",13.7,"10.9","16.8",17,NA,NA,NA
420080,"HILTON HEAD REGIONAL MEDICAL CENTER","HILTON HEAD ISLAND","SC",29925,"BEAUFORT","MORT_30_AMI","No Different than the National Rate",14.8,"11.7","18.5",18.5,NA,"Worse Than National",NA
420082,"AIKEN REGIONAL MEDICAL CENTER","AIKEN","SC",29801,"AIKEN","MORT_30_AMI","No Different than the National Rate",15.4,"12.2","19.2",15.2,"Worse Than National","Better Than National",NA
420083,"MARY BLACK HEALTH SYSTEM SPARTANBURG","SPARTANBURG","SC",29307,"SPARTANBURG","MORT_30_AMI","No Different than the National Rate",14.7,"11.4","18.6",16.6,NA,NA,NA
420085,"GRAND STRAND REGIONAL MEDICAL CENTER","MYRTLE BEACH","SC",29572,"HORRY","MORT_30_AMI","No Different than the National Rate",13.9,"11.5","16.5",17.7,NA,"Worse Than National",NA
420086,"PALMETTO HEALTH BAPTIST","COLUMBIA","SC",29220,"RICHLAND","MORT_30_AMI","No Different than the National Rate",15.4,"11.8","19.8",16.8,"Worse Than National",NA,NA
420087,"ROPER HOSPITAL","CHARLESTON","SC",29401,"CHARLESTON","MORT_30_AMI","No Different than the National Rate",14.5,"11.8","17.5",15.3,NA,"Better Than National",NA
420089,"EAST COOPER MEDICAL CENTER","MOUNT PLEASANT","SC",29464,"CHARLESTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420091,"CAROLINAS HOSPITAL SYSTEM","FLORENCE","SC",29505,"FLORENCE","MORT_30_AMI","No Different than the National Rate",12.3,"9.8","15.4",16.8,"Better Than National",NA,NA
420098,"WACCAMAW COMMUNITY HOSPITAL","MURRELLS INLET","SC",29576,"GEORGETOWN","MORT_30_AMI","No Different than the National Rate",14.2,"11.0","18.0",17.9,NA,"Worse Than National",NA
420101,"COASTAL CAROLINA HOSPITAL","HARDEEVILLE","SC",29927,"JASPER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420102,"GHS PATEWOOD MEMORIAL HOSPITAL","GREENVILLE","SC",29615,"GREENVILLE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420103,"PELHAM MEDICAL CENTER","GREER","SC",29651,"GREENVILLE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420104,"MOUNT PLEASANT HOSPITAL","MOUNT PLEASANT","SC",29466,"CHARLESTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420105,"MCLEOD LORIS SEACOAST HOSPITAL","LORIS","SC",29569,"HORRY","MORT_30_AMI","No Different than the National Rate",13.6,"10.7","17.1",16.9,NA,NA,NA
420106,"PALMETTO HEALTH BAPTIST PARKRIDGE","COLUMBIA","SC",29212,"LEXINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420107,"MCLEOD HEALTH CHERAW","CHERAW","SC",29520,"CHESTERFIELD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
420108,"UNION MEDICAL CENTER","UNION","SC",29379,"UNION","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
421300,"ALLENDALE COUNTY HOSPITAL","FAIRFAX","SC",29827,"ALLENDALE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
421301,"ABBEVILLE AREA MEDICAL CENTER","ABBEVILLE","SC",29620,"ABBEVILLE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
421302,"FAIRFIELD MEMORIAL HOSPITAL","WINNSBORO","SC",29180,"FAIRFIELD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
421303,"WILLIAMSBURG REGIONAL HOSPITAL","KINGSTREE","SC",29556,"WILLIAMSBURG","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
421304,"EDGEFIELD COUNTY HOSPITAL","EDGEFIELD","SC",29824,"EDGEFIELD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
423300,"SHRINERS HOSPITALS FOR CHILDREN","GREENVILLE","SC",29605,"GREENVILLE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
430005,"PRAIRIE LAKES HOSPITAL","WATERTOWN","SD",57201,"CODINGTON","MORT_30_AMI","No Different than the National Rate",14.8,"11.5","19.0",17.2,NA,NA,NA
430008,"BROOKINGS HEALTH SYSTEM","BROOKINGS","SD",57006,"BROOKINGS","MORT_30_AMI","No Different than the National Rate",13.9,"10.6","17.6",NA,NA,NA,NA
430012,"AVERA SACRED HEART HOSPITAL","YANKTON","SD",57078,"YANKTON","MORT_30_AMI","No Different than the National Rate",13.7,"10.5","17.4",16.5,NA,NA,NA
430013,"AVERA QUEEN OF PEACE","MITCHELL","SD",57301,"DAVISON","MORT_30_AMI","No Different than the National Rate",15.4,"11.9","19.8",NA,"Worse Than National",NA,NA
430014,"AVERA ST LUKES","ABERDEEN","SD",57401,"BROWN","MORT_30_AMI","No Different than the National Rate",13,"10.1","16.3",16.8,"Better Than National",NA,NA
430015,"AVERA ST MARY'S HOSPITAL","PIERRE","SD",57501,"HUGHES","MORT_30_AMI","No Different than the National Rate",14.6,"11.1","18.8",NA,NA,NA,NA
430016,"AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER","SIOUX FALLS","SD",57117,"MINNEHAHA","MORT_30_AMI","No Different than the National Rate",15.2,"11.7","19.2",16.6,"Worse Than National",NA,NA
430027,"SANFORD USD MEDICAL CENTER","SIOUX FALLS","SD",57117,"MINNEHAHA","MORT_30_AMI","Better than the National Rate",11.3,"9.2","13.7",15.4,"Better Than National","Better Than National","Better Than National"
430048,"SPEARFISH REGIONAL HOSPITAL","SPEARFISH","SD",57783,"LAWRENCE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
430077,"RAPID CITY REGIONAL HOSPITAL","RAPID CITY","SD",57701,"PENNINGTON","MORT_30_AMI","No Different than the National Rate",13.3,"11.0","15.9",17.6,"Better Than National","Worse Than National",NA
430082,"PHS INDIAN HOSPITAL AT RAPID CITY - SIOUX SAN","RAPID CITY","SD",57702,"PENNINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
430083,"PHS INDIAN HOSPITAL AT EAGLE BUTTE","EAGLE BUTTE","SD",57625,"DEWEY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
430084,"PHS INDIAN HOSPITAL AT ROSEBUD","ROSEBUD","SD",57570,"TODD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
430089,"DUNES SURGICAL HOSPITAL","DAKOTA DUNES","SD",57049,"UNION","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
430090,"SIOUX FALLS SPECIALTY HOSPITAL LLP","SIOUX FALLS","SD",57105,"MINNEHAHA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
430091,"BLACK HILLS SURGICAL HOSPITAL LLP","RAPID CITY","SD",57703,"PENNINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
430093,"SAME DAY SURGERY CENTER LLC","RAPID CITY","SD",57701,"PENNINGTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
430095,"AVERA HEART HOSPITAL OF SOUTH DAKOTA","SIOUX FALLS","SD",57108,"MINNEHAHA","MORT_30_AMI","Better than the National Rate",11.4,"9.2","13.8",15.4,"Better Than National","Better Than National","Better Than National"
430096,"LEWIS AND CLARK SPECIALTY HOSPITAL","YANKTON","SD",57078,"YANKTON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
430097,"SANFORD ABERDEEN MEDICAL CENTER","ABERDEEN","SD",57402,"BROWN","MORT_30_AMI","No Different than the National Rate",14.1,"10.9","18.3",16.5,NA,NA,NA
431300,"MADISON REGIONAL HEALTH SYSTEM","MADISON","SD",57042,"LAKE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431301,"FAULKTON AREA MEDICAL CENTER","FAULKTON","SD",57438,"FAULK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431302,"AVERA GETTYSBURG HOSPITAL","GETTYSBURG","SD",57442,"POTTER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431305,"DOUGLAS COUNTY MEMORIAL HOSPITAL-CAH","ARMOUR","SD",57313,"DOUGLAS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431306,"PLATTE HEALTH CENTER - CAH","PLATTE","SD",57369,"CHARLES MIX","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431307,"SANFORD CLEAR LAKE MEDICAL CENTER","CLEAR LAKE","SD",57226,"DEUEL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431308,"EUREKA COMMUNITY HEALTH SERVICES - CAH","EUREKA","SD",57437,"MCPHERSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431309,"COMMUNITY MEMORIAL HOSPITAL","BURKE","SD",57523,"GREGORY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431310,"AVERA FLANDREAU HOSPITAL - CAH","FLANDREAU","SD",57028,"MOODY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431311,"SANFORD HOSPITAL WEBSTER - CAH","WEBSTER","SD",57274,"DAY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431312,"MARSHALL COUNTY HEALTHCARE CENTER - CAH","BRITTON","SD",57430,"MARSHALL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431313,"FREEMAN MEDICAL CENTER - CAH","FREEMAN","SD",57029,"HUTCHINSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431314,"BENNETT COUNTY HOSPITAL AND NURSING HOME - CAH","MARTIN","SD",57551,"BENNETT","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431315,"WAGNER COMMUNITY MEMORIAL HOSPITAL - CAH","WAGNER","SD",57380,"CHARLES MIX","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431316,"COMMUNITY MEMORIAL HOSPITAL","REDFIELD","SD",57469,"SPINK","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431317,"LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH","SCOTLAND","SD",57059,"BON HOMME","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431318,"BOWDLE HOSPITAL - CAH","BOWDLE","SD",57428,"EDMUNDS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431319,"HANS P PETERSON MEMORIAL HOSPITAL - CAH","PHILIP","SD",57567,"HAAKON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431320,"LEAD - DEADWOOD REGIONAL HOSPITAL - CAH","DEADWOOD","SD",57732,"LAWRENCE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431321,"STURGIS REGIONAL HOSPITAL","STURGIS","SD",57785,"MEADE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431322,"FALL RIVER HOSPITAL - CAH","HOT SPRINGS","SD",57747,"FALL RIVER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431323,"CUSTER REGIONAL HOSPITAL - CAH","CUSTER","SD",57730,"CUSTER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431324,"AVERA WESKOTA MEMORIAL MEDICAL CENTER - CAH","WESSINGTON SPRINGS","SD",57382,"JERAULD","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431325,"MOBRIDGE REGIONAL HOSPITAL - CAH","MOBRIDGE","SD",57601,"WALWORTH","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431326,"MILBANK AREA HOSPITAL/AVERA HEALTH - CAH","MILBANK","SD",57252,"GRANT","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431327,"ST MICHAEL'S HOSPITAL - CAH","TYNDALL","SD",57066,"BON HOMME","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431328,"PIONEER MEMORIAL HOSPITAL - CAH","VIBORG","SD",57070,"TURNER","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431329,"SANFORD CHAMBERLAIN MEDICAL CENTER","CHAMBERLAIN","SD",57325,"BRULE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431330,"AVERA ST BENEDICT HEALTH CENTER - CAH","PARKSTON","SD",57366,"HUTCHINSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431331,"AVERA DELLS AREA HOSPITAL  - CAH","DELL RAPIDS","SD",57022,"MINNEHAHA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431332,"AVERA DE SMET MEMORIAL HOSPITAL - CAH","DE SMET","SD",57231,"KINGSBURY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431333,"SANFORD CANTON-INWOOD MEDICAL CENTER - CAH","CANTON","SD",57013,"LINCOLN","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431334,"WINNER REGIONAL HEALTHCARE CENTER - CAH","WINNER","SD",57580,"TRIPP","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431335,"HURON REGIONAL MEDICAL CENTER","HURON","SD",57350,"BEADLE","MORT_30_AMI","No Different than the National Rate",14,"10.5","18.6",NA,NA,NA,NA
431336,"SANFORD VERMILLION HOSPITAL","VERMILLION","SD",57069,"CLAY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431337,"AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC","MILLER","SD",57362,"HAND","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431338,"AVERA GREGORY HOSPITAL","GREGORY","SD",57533,"GREGORY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
431339,"COTEAU DES PRAIRIES HEALTH CARE SYSTEM","SISSETON","SD",57262,"ROBERTS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
433300,"LIFESCAPE","SIOUX FALLS","SD",57105,"MINNEHAHA","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
440001,"UNICOI COUNTY MEMORIAL HOSPITAL","ERWIN","TN",37650,"UNICOI","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
440002,"JACKSON-MADISON COUNTY GENERAL HOSPITAL","JACKSON","TN",38301,"MADISON","MORT_30_AMI","No Different than the National Rate",12.6,"11.0","14.4",16.8,"Better Than National",NA,NA
440003,"SUMNER REGIONAL MEDICAL CENTER","GALLATIN","TN",37066,"SUMNER","MORT_30_AMI","No Different than the National Rate",15.8,"12.7","19.4",18.1,"Worse Than National","Worse Than National","Worse Than National"
440006,"TRISTAR SKYLINE MEDICAL CENTER","NASHVILLE","TN",37207,"DAVIDSON","MORT_30_AMI","No Different than the National Rate",15.7,"12.2","20.0",16.7,"Worse Than National",NA,NA
440007,"UNITY MEDICAL CENTER","MANCHESTER","TN",37355,"COFFEE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
440008,"HENDERSON COUNTY COMMUNITY HOSPITAL","LEXINGTON","TN",38351,"HENDERSON","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
440009,"CUMBERLAND MEDICAL CENTER","CROSSVILLE","TN",38555,"CUMBERLAND","MORT_30_AMI","No Different than the National Rate",15.2,"12.2","19.0",14.9,"Worse Than National","Better Than National",NA
440010,"WAYNE MEDICAL CENTER","WAYNESBORO","TN",38485,"WAYNE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
440011,"BLOUNT MEMORIAL HOSPITAL","MARYVILLE","TN",37804,"BLOUNT","MORT_30_AMI","No Different than the National Rate",13.9,"11.0","17.3",16.4,NA,NA,NA
440012,"WELLMONT BRISTOL REGIONAL MEDICAL CENTER","BRISTOL","TN",37620,"SULLIVAN","MORT_30_AMI","No Different than the National Rate",12.8,"10.4","15.6",16.5,"Better Than National",NA,NA
440015,"THE UNIVERSITY OF TN MEDICAL CENTER","KNOXVILLE","TN",37920,"KNOX","MORT_30_AMI","No Different than the National Rate",14.5,"11.8","17.7",17.3,NA,NA,NA
440016,"BAPTIST MEMORIAL HOSPITAL HUNTINGDON","HUNTINGDON","TN",38344,"CARROLL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
440017,"WELLMONT HOLSTON VALLEY MEDICAL CENTER","KINGSPORT","TN",37662,"SULLIVAN","MORT_30_AMI","No Different than the National Rate",13.6,"11.2","16.5",17,NA,NA,NA
440018,"SYCAMORE SHOALS HOSPITAL","ELIZABETHTON","TN",37643,"CARTER","MORT_30_AMI","No Different than the National Rate",14.6,"11.4","18.6",16.3,NA,"Better Than National",NA
440020,"SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM PULASKI","PULASKI","TN",38478,"GILES","MORT_30_AMI","No Different than the National Rate",13.7,"10.4","17.5",NA,NA,NA,NA
440025,"LAUGHLIN MEMORIAL HOSPITAL, INC","GREENEVILLE","TN",37745,"GREENE","MORT_30_AMI","No Different than the National Rate",13.5,"10.2","17.7",16.9,NA,NA,NA
440029,"WILLIAMSON MEDICAL CENTER","FRANKLIN","TN",37067,"WILLIAMSON","MORT_30_AMI","No Different than the National Rate",14.8,"11.5","18.7",17.7,NA,"Worse Than National",NA
440030,"MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION","MORRISTOWN","TN",37814,"HAMBLEN","MORT_30_AMI","No Different than the National Rate",14.9,"11.6","18.7",15.9,"Worse Than National","Better Than National",NA
440031,"ROANE MEDICAL CENTER","HARRIMAN","TN",37748,"ROANE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
440032,"WELLMONT HAWKINS COUNTY MEMORIAL HOSPITAL","ROGERSVILLE","TN",37857,"HAWKINS","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
440033,"TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER","LA FOLLETTE","TN",37766,"CAMPBELL","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
440034,"METHODIST MEDICAL CENTER OF OAK RIDGE","OAK RIDGE","TN",37830,"ANDERSON","MORT_30_AMI","No Different than the National Rate",15,"12.0","18.3",17.1,"Worse Than National",NA,NA
440035,"TENNOVA HEALTHCARE-CLARKSVILLE","CLARKSVILLE","TN",37040,"MONTGOMERY","MORT_30_AMI","No Different than the National Rate",16.5,"13.2","20.3",18,"Worse Than National","Worse Than National","Worse Than National"
440039,"VANDERBILT UNIVERSITY HOSPITAL","NASHVILLE","TN",37232,"DAVIDSON","MORT_30_AMI","No Different than the National Rate",13.6,"11.1","16.5",16.3,NA,"Better Than National",NA
440040,"PERRY COMMUNITY HOSPITAL","LINDEN","TN",37096,"PERRY","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
440046,"TRISTAR HORIZON MEDICAL CENTER","DICKSON","TN",37055,"DICKSON","MORT_30_AMI","No Different than the National Rate",13.6,"10.3","17.6",16.9,NA,NA,NA
440048,"BAPTIST MEMORIAL HOSPITAL","MEMPHIS","TN",38120,"SHELBY","MORT_30_AMI","No Different than the National Rate",14,"12.0","16.2",16.5,NA,NA,NA
440049,"METHODIST HEALTHCARE MEMPHIS HOSPITALS","MEMPHIS","TN",38104,"SHELBY","MORT_30_AMI","No Different than the National Rate",13.6,"11.8","15.6",17.4,NA,NA,NA
440050,"TAKOMA REGIONAL HOSPITAL","GREENEVILLE","TN",37743,"GREENE","MORT_30_AMI",NA,NA,"Not Available","Not Available",NA,NA,NA,NA
